Catalyst ID|MPContribs ID|Formula|Bulk Material ID|Bulk Formula|Adsorbate Smiles|Adsorbate IUPAC Formula|Adsorption Energy|h|k|l|Surface Shift|
random1938208|616aaf72923005229697ac45|H2Os48O|mp-49|Os|*OH2|H2 O1|-0.054|1|0|1|0|
random2373335|616aaf7296055b128679f304|Cr24As48H2O|mp-15681|CrAs2|*OH2|H2 O1|-0.355|1|1|-1|0.158|
random1326508|616aaf8796055b128679f34d|Ge48Mo24H2O|mp-10201|Ge2Mo|*OH2|H2 O1|-0.923|2|1|2|0.083|
random493344|616aaf8b923005229697acd7|Al36H2Ru36O|mp-542569|AlRu|*OH2|H2 O1|-0.156|2|1|0|0.083|
random1584314|616aaf9096055b128679f3fa|H2Ru20Se40O|mp-1922|RuSe2|*OH2|H2 O1|-0.028|2|2|1|0.012|
random1566851|616aaf9c923005229697ad0d|Ti8Al24H2O|mp-998981|TiAl3|*OH2|H2 O1|-0.037|1|0|0|0.250|
random1031366|616aaf9f923005229697ad64|Ge36Mo18H2O|mp-10201|Ge2Mo|*OH2|H2 O1|-0.175|1|0|2|0.030|
random1629117|616aafb1923005229697adea|Sn16H2Rh32O|mp-636334|SnRh2|*OH2|H2 O1|0.364|0|1|1|0.173|
random600935|616aafb196055b128679f530|Ti60In20H2O|mp-1187665|Ti3In|*OH2|H2 O1|-3.212|2|2|1|0.050|
random738645|616aafb596055b128679f551|H2W96O|mp-11334|W|*OH2|H2 O1|-1.475|2|1|0|0.875|
random1657955|616aafba923005229697ae40|In48H2Ru16O|mp-607450|In3Ru|*OH2|H2 O1|-0.047|1|1|2|0.047|
random1316724|616aafbe923005229697ae58|Hf32H2N16O|mp-864647|Hf2N|*OH2|H2 O1|-2.653|2|1|1|0.051|
random2270666|616aafc0923005229697ae64|Ta60H2Au20O|mp-569249|Ta3Au|*OH2|H2 O1|-2.706|2|2|1|0.025|
random2327410|616aafc5923005229697ae8b|Ti24H2W24O|mp-1216621|TiW|*OH2|H2 O1|-2.236|1|1|0|0.125|
random677324|616aafc5923005229697ae8e|V18H2Pd36O|mp-11549|VPd2|*OH2|H2 O1|-0.238|0|1|2|0.029|
random852600|616aafd7923005229697af1e|Sr8H2Pd40O|mp-1260|SrPd5|*OH2|H2 O1|0.095|1|0|0|0.417|
random480666|616aafdc923005229697af4e|Ta72H2Ru24O|mp-977390|Ta3Ru|*OH2|H2 O1|-2.133|2|1|0|0.042|
random1754552|616aafef923005229697afbd|Hf32H2Ir32O|mp-1206659|HfIr|*OH2|H2 O1|-0.894|2|2|1|0.062|
random1072358|616aaffe923005229697b038|Al16Cr32H2O|mp-1699|AlCr2|*OH2|H2 O1|-0.403|1|1|2|0.092|
random2157574|616ab005923005229697b08c|Ta12Al36H2O|mp-869|TaAl3|*OH2|H2 O1|-0.193|2|1|2|0.083|
random852467|616ab01b96055b128679f9f8|Si16H2Ru32O|mp-10025|SiRu2|*OH2|H2 O1|-0.403|0|1|1|0.108|
random990606|616ab02396055b128679fa5b|V72H2Ir24O|mp-2006|V3Ir|*OH2|H2 O1|-0.547|2|1|0|0.042|
random1455066|616ab02596055b128679fa73|Zr18H2Au36O|mp-1018103|ZrAu2|*OH2|H2 O1|-3.450|0|0|1|0.084|
random1255284|616ab035923005229697b1df|Y32Ni32H2O|mp-1364|YNi|*OH2|H2 O1|-0.726|2|0|1|0.054|
random947934|616ab039923005229697b200|Hf48H2O|mp-8640|Hf|*OH2|H2 O1|-2.930|1|1|0|0.125|
random973049|616ab03b923005229697b20f|Sb32H2Rh64O|mp-21359|SbRh2|*OH2|H2 O1|-0.051|2|0|1|0.067|
random1931827|616ab03e923005229697b230|Zn18H2Pt18O|mp-894|ZnPt|*OH2|H2 O1|0.459|0|0|1|0.250|
random2083891|616ab04a96055b128679fc22|Al40H2Ru40O|mp-542569|AlRu|*OH2|H2 O1|-0.054|2|2|1|0.050|
random2263209|616ab04e96055b128679fc62|Al36H2Ru36O|mp-542569|AlRu|*OH2|H2 O1|-1.069|2|1|0|0.083|
random1398095|616ab051923005229697b2a5|P60H2Os15O|mp-1103842|P4Os|*OH2|H2 O1|-0.334|2|1|2|0.013|
random2010569|616ab05b96055b128679fcfe|Hf36Ag18H2O|mp-13155|Hf2Ag|*OH2|H2 O1|-0.051|0|0|1|0.083|
random515675|616ab067923005229697b361|Al96Tc24H2O|mp-1104047|Al4Tc|*OH2|H2 O1|-0.252|1|2|-1|0.014|
random2209593|616ab069923005229697b397|Tc72H2O|mp-8638|Tc|*OH2|H2 O1|-1.277|2|1|0|0.083|
random470474|616ab076923005229697b41c|Ti24In24H2O|mp-1216825|TiIn|*OH2|H2 O1|-2.019|2|1|0|0.083|
random2012686|616ab168923005229697b479|Sc36Al12H2O|mp-978498|Sc3Al|*OH2|H2 O1|-2.497|2|1|0|0.083|
random127060|616ab18f923005229697b569|Hf36H2O|mp-8640|Hf|*OH2|H2 O1|-0.530|1|0|0|0.250|
random2152191|616ab192923005229697b593|V48H2Ir16O|mp-2006|V3Ir|*OH2|H2 O1|-1.861|2|1|1|0.125|
random969463|616ab1ab923005229697b5f0|Zr48Sn16H2O|mp-1188061|Zr3Sn|*OH2|H2 O1|-0.770|2|2|1|0|
random1200227|616ab1ac923005229697b5ff|Hf48Zn24H2O|mp-1014231|Hf2Zn|*OH2|H2 O1|-2.663|2|1|1|0.167|
random1507562|616ab1b1923005229697b668|Ti32In32H2O|mp-1216825|TiIn|*OH2|H2 O1|-0.732|1|1|2|0.125|
random1829384|616ab1b396055b12867a0277|Hf40Sb40H2O|mp-1079914|HfSb|*OH2|H2 O1|-0.081|2|2|1|0.101|
random643808|616ab1b796055b12867a02d6|Ti45Al99H2O|mp-1217111|Ti5Al11|*OH2|H2 O1|-0.454|0|0|1|0.312|
random1673905|616ab1db923005229697b829|V72H2Ir24O|mp-2006|V3Ir|*OH2|H2 O1|-0.570|1|1|1|0.042|
random1131181|616ab1f0923005229697b86c|Al32Ni32H2O|mp-1487|AlNi|*OH2|H2 O1|-0.415|2|1|1|0.125|
random1110198|616ab1f896055b12867a0579|Ti20Ga30H2O|mp-30673|Ti2Ga3|*OH2|H2 O1|-0.597|2|2|1|0.016|
random711933|616ab20096055b12867a05e2|Hf24Al24H2O|mp-249|HfAl|*OH2|H2 O1|-2.003|0|1|0|0.117|
random1709318|616ab20196055b12867a05f1|Ta32H2Rh64O|mp-1103212|TaRh2|*OH2|H2 O1|-0.694|1|1|1|0|
random2154843|616ab21d96055b12867a0796|Ni48Mo24H2O|mp-784630|Ni2Mo|*OH2|H2 O1|-0.470|0|1|2|0.083|
random757221|616ab223923005229697b9d4|Ta24H2Au24O|mp-1217961|TaAu|*OH2|H2 O1|-0.777|1|1|1|0.083|
random804574|616ab22496055b12867a07f0|Mo48P30H2O|mp-27413|Mo8P5|*OH2|H2 O1|-1.410|1|0|0|0.967|
random1213745|616ab229923005229697ba01|Sc24Al48H2O|mp-813|ScAl2|*OH2|H2 O1|-2.020|1|1|1|0.104|
random2367225|616ab22d96055b12867a0862|Ta44Al16H2O|mp-1217804|Ta11Al4|*OH2|H2 O1|-0.428|1|0|0|0.018|
random1636645|616ab23d923005229697ba94|Ti27H2Rh27O|mp-2583|TiRh|*OH2|H2 O1|-0.035|0|0|1|0.250|
random2470931|616ab24e923005229697baa0|Ta24Mo24H2O|mp-1217895|TaMo|*OH2|H2 O1|-2.231|2|2|1|0.062|
random1942879|616ab25496055b12867a0aa8|Tl8H2Pd24O|mp-569785|TlPd3|*OH2|H2 O1|-0.002|1|0|0|0.250|
random980328|616ab25596055b12867a0ab7|Zn24H2Pd48O|mp-1103252|ZnPd2|*OH2|H2 O1|-0.040|0|1|2|0.138|
random2075656|616ab25796055b12867a0aeb|H2Ir36Ru36O|mp-974421|IrRu|*OH2|H2 O1|-0.126|2|1|0|0.056|
random2169330|616ab25e96055b12867a0b8e|V12Ge24H2O|mp-1084800|VGe2|*OH2|H2 O1|-0.560|2|-1|2|0.021|
random992853|616ab25f96055b12867a0b98|Ti72H2Pd36O|mp-13164|Ti2Pd|*OH2|H2 O1|-2.959|2|0|1|0.041|
random1114145|616ab26d923005229697bb8d|Zr24Si48H2O|mp-1515|ZrSi2|*OH2|H2 O1|-0.372|0|1|1|0.072|
random664660|616ab270923005229697bbc6|Tc24H2Rh24O|mp-1217422|TcRh|*OH2|H2 O1|-0.844|2|2|1|0.062|
random857530|616ab272923005229697bbf1|V12H2Se54O|mp-28256|V2Se9|*OH2|H2 O1|-0.021|1|1|1|0.071|
random1676870|616ab273923005229697bc0c|Y16Al48H2O|mp-11231|YAl3|*OH2|H2 O1|0.008|1|1|0|0.125|
random2402588|616ab275923005229697bc44|P24H2Rh48O|mp-2732|PRh2|*OH2|H2 O1|-0.025|2|1|0|0.042|
random45952|616ab281923005229697bcd7|Zr24Sn8H2O|mp-30876|Zr3Sn|*OH2|H2 O1|-0.751|2|1|1|0.125|
random2172547|616ab3a0923005229697bf76|Mn16V48H2O|mp-864984|MnV3|*OH2|H2 O1|-0.684|1|0|0|0.125|
random1761140|616ab3a8923005229697c021|Hf24Si48H2O|mp-1069|HfSi2|*OH2|H2 O1|-0.930|1|2|2|0.053|
random2255037|616ab3ac96055b12867a0db7|Y12Cd36H2O|mp-571059|YCd3|*OH2|H2 O1|-0.753|2|1|0|0.042|
random2264303|616ab3db923005229697c266|Ti48Ag24H2O|mp-979115|Ti2Ag|*OH2|H2 O1|-2.254|2|1|2|0.026|
random1234804|616ab3de923005229697c2b9|Ta64Ni32H2O|mp-1867|Ta2Ni|*OH2|H2 O1|-1.801|1|0|2|0.125|
random694452|616ab3e2923005229697c337|V32Fe32H2O|mp-1335|VFe|*OH2|H2 O1|-0.410|2|1|1|0.125|
random1770955|616ab3f5923005229697c39a|Ta64Ni32H2O|mp-1867|Ta2Ni|*OH2|H2 O1|-2.544|2|1|1|0.125|
random709880|616ab40b923005229697c482|Mo48H2Pt16O|mp-1232|Mo3Pt|*OH2|H2 O1|-0.487|1|0|0|0.125|
random2247519|616ab442923005229697c751|H2Pt48W24O|mp-1018129|Pt2W|*OH2|H2 O1|-0.893|1|2|2|0.029|
random1187585|616ab450923005229697c8ad|Al54Co12H2O|mp-16488|Al9Co2|*OH2|H2 O1|-0.016|1|1|-1|0.060|
random719080|616ab45496055b12867a10a2|H2Rh72O|mp-74|Rh|*OH2|H2 O1|-0.222|1|1|0|0.125|
random468216|616ab456923005229697c91f|P32H2Se32O|mp-28885|PSe|*OH2|H2 O1|-0.079|1|1|-1|0.111|
random1419060|616ab45796055b12867a10bd|Si16H2Ru32O|mp-10025|SiRu2|*OH2|H2 O1|-0.426|2|1|1|0.167|
random1428439|616ab45d96055b12867a10f0|H2Rh72O|mp-74|Rh|*OH2|H2 O1|-0.023|1|1|0|0.125|
random1056925|616ab45e96055b12867a10ff|Ti36H2Ir36O|mp-12594|TiIr|*OH2|H2 O1|-0.824|2|1|0|0.083|
random1848594|616ab45e96055b12867a1104|Sb48H2Ru24O|mp-20928|Sb2Ru|*OH2|H2 O1|-0.335|1|1|1|0.054|
random1806629|616ab46a923005229697c9ea|Y24H2Au24O|mp-1066254|YAu|*OH2|H2 O1|-2.166|1|2|0|0.198|
random1527149|616ab481923005229697cabd|Zr32H2Rh32O|mp-669917|ZrRh|*OH2|H2 O1|-0.264|0|0|1|0.112|
random2360259|616ab499923005229697cba1|Zr24Si24H2O|mp-893|ZrSi|*OH2|H2 O1|-0.593|2|1|2|0.168|
random2225450|616ab4bc923005229697cc21|Nb36H2Pd12O|mp-1220635|Nb3Pd|*OH2|H2 O1|-0.206|0|2|1|0.060|
random1294560|616ab5af923005229697cce3|H2Pt48W24O|mp-1018129|Pt2W|*OH2|H2 O1|-0.403|1|2|1|0.056|
random1468526|616ab5b196055b12867a14c4|Ti40H2Ir40O|mp-12594|TiIr|*OH2|H2 O1|-0.644|2|2|1|0.050|
random545771|616ab5bd923005229697ce1a|Zr24H2Rh24O|mp-1017545|ZrRh|*OH2|H2 O1|-0.743|2|1|0|0|
random1459385|616ab5be923005229697ce33|Sc48Ge48H2O|mp-9970|ScGe|*OH2|H2 O1|-1.036|2|0|1|0|
random897237|616ab5d3923005229697cf67|Ta24H2Pd72O|mp-30836|TaPd3|*OH2|H2 O1|-2.169|2|0|1|0.062|
random858563|616ab5d8923005229697cfe1|Hf32Ga16H2O|mp-30572|Hf2Ga|*OH2|H2 O1|-3.039|1|1|0|0.173|
random766115|616ab5df923005229697d087|Ti18Al30H2O|mp-1217081|Ti3Al5|*OH2|H2 O1|-1.985|1|0|1|0.124|
random1552798|616ab5f4923005229697d105|Ga32H2Ru32O|mp-22320|GaRu|*OH2|H2 O1|0.007|2|1|1|0.125|
random2428354|616ab5f596055b12867a15cc|Ta60Al30H2O|mp-639874|Ta2Al|*OH2|H2 O1|-1.471|2|0|1|0.012|
random1538406|616ab60a923005229697d213|Zr40Hg40H2O|mp-2510|ZrHg|*OH2|H2 O1|-1.248|2|1|2|0.050|
random1470888|616ab62196055b12867a1755|H2Ir24Ru24O|mp-974421|IrRu|*OH2|H2 O1|-0.424|2|0|1|0.458|
random683379|616ab62596055b12867a179c|H2Pt48W24O|mp-1018129|Pt2W|*OH2|H2 O1|-0.033|1|2|1|0.056|
random2266161|616ab658923005229697d6b3|Al16Mo48H2O|mp-259|AlMo3|*OH2|H2 O1|-0.089|2|1|1|0.031|
random640337|616ab660923005229697d76d|Al24Ni48H2O|mp-1025044|AlNi2|*OH2|H2 O1|-0.038|1|0|2|0.167|
random744055|616ab66b923005229697d84b|Al96Tc24H2O|mp-1104047|Al4Tc|*OH2|H2 O1|-0.242|1|0|0|0.003|
random1991692|616ab67096055b12867a1945|H2Ir24Ru24O|mp-974421|IrRu|*OH2|H2 O1|-0.790|2|0|1|0.208|
random1841140|616ab684923005229697d8e5|Ti18Al30H2O|mp-1217092|Ti3Al5|*OH2|H2 O1|-0.119|0|0|1|0.383|
random544953|616ab691923005229697d948|Ti72Ga24H2O|mp-972069|Ti3Ga|*OH2|H2 O1|-0.286|2|0|1|0.062|
random8793|616ab6a2923005229697d9c6|Al24Ni24H2O|mp-1487|AlNi|*OH2|H2 O1|-0.240|1|1|0|0.250|
random993519|616ab6b896055b12867a1c3b|Ti48H2Pd16O|mp-1079796|Ti3Pd|*OH2|H2 O1|-0.393|2|1|1|0.125|
random460345|616ab6ca923005229697db46|Hf72H2N72O|mp-1096994|HfN|*OH2|H2 O1|-3.620|2|1|1|0.083|
random1141565|616ab6d096055b12867a1d06|Hf24Si12H2O|mp-9938|Hf2Si|*OH2|H2 O1|-0.715|1|1|1|0.031|
random1654169|616ab7c796055b12867a1e65|V60H2Ir20O|mp-2006|V3Ir|*OH2|H2 O1|-1.489|2|2|1|0.025|
random947925|616ab7d5923005229697dc30|Ti48H2Ir16O|mp-544|Ti3Ir|*OH2|H2 O1|-2.091|2|1|1|0.125|
random1738111|616ab7d7923005229697dc5a|Hf36As24H2O|mp-1190267|Hf3As2|*OH2|H2 O1|-1.615|1|1|2|0.290|
random733103|616ab7ed923005229697dd03|Tl32H2Au16O|mp-30571|Tl2Au|*OH2|H2 O1|-0.220|1|1|2|0.173|
random1637047|616ab7f596055b12867a200f|Al18H2Pt54O|mp-188|AlPt3|*OH2|H2 O1|-0.514|2|1|0|0.083|
random1247735|616ab81096055b12867a2132|Ti24Al24H2O|mp-1953|TiAl|*OH2|H2 O1|-0.472|1|0|1|0.250|
random272496|616ab81c96055b12867a21e7|Hf36Sn12H2O|mp-1184633|Hf3Sn|*OH2|H2 O1|-2.060|2|1|1|0.042|
random1693622|616ab81d923005229697def4|Hf32Ge16H2O|mp-9939|Hf2Ge|*OH2|H2 O1|-0.450|1|1|0|0.672|
random1485302|616ab825923005229697df63|Al48Cu32H2O|mp-10886|Al3Cu2|*OH2|H2 O1|-0.220|2|2|1|0.020|
random2271741|616ab828923005229697df8c|Al54Tc18H2O|mp-867347|Al3Tc|*OH2|H2 O1|-0.251|0|0|1|0.125|
random1277253|616ab83a923005229697e02f|Ti24H2Rh24O|mp-11563|TiRh|*OH2|H2 O1|0.001|1|1|0|0.250|
random1430185|616ab845923005229697e0dd|Mo72H2Pt24O|mp-1232|Mo3Pt|*OH2|H2 O1|-0.539|2|1|0|0.042|
random2357805|616ab847923005229697e10d|Ti36Cd18H2O|mp-30501|Ti2Cd|*OH2|H2 O1|-2.198|1|0|2|0.250|
random946326|616ab849923005229697e128|Hf32Tc64H2O|mp-1095669|HfTc2|*OH2|H2 O1|-0.300|2|0|1|0.193|
random1269960|616ab865923005229697e250|Mo48H2Pd32N16O|mp-542154|Mo3Pd2N|*OH2|H2 O1|-0.692|2|1|1|0.072|
random505376|616ab86796055b12867a24de|Sb48H2Ru24O|mp-20928|Sb2Ru|*OH2|H2 O1|-0.256|0|2|1|0.069|
random923778|616ab87e96055b12867a253d|Hf36Sn12H2O|mp-1184633|Hf3Sn|*OH2|H2 O1|-0.757|2|1|0|0.083|
random656186|616ab880923005229697e3a4|Al48Tc16H2O|mp-867347|Al3Tc|*OH2|H2 O1|-0.006|1|1|2|0.125|
random555717|616ab88c96055b12867a261c|Zr24Hg24H2O|mp-2510|ZrHg|*OH2|H2 O1|-0.440|1|1|1|0.083|
random1503833|616ab89d96055b12867a2657|Zr24Si48H2O|mp-1515|ZrSi2|*OH2|H2 O1|-0.711|1|2|2|0.083|
random456949|616ab89d96055b12867a2664|Al32H2Pt64O|mp-16526|AlPt2|*OH2|H2 O1|-0.121|1|1|1|0.060|
random1770155|616ab89e923005229697e4b6|Hf32Ge16H2O|mp-9939|Hf2Ge|*OH2|H2 O1|-0.358|1|1|2|0.172|
random2224306|616ab8a1923005229697e4ed|Al144Tc24H2O|mp-16718|Al6Tc|*OH2|H2 O1|-1.111|0|1|2|0.030|
random1474411|616ab8a7923005229697e554|Cr24P48H2O|mp-7291|CrP2|*OH2|H2 O1|-0.229|1|0|1|0.034|
random623540|616ab8a996055b12867a2739|Nb36H2Pd12O|mp-1220635|Nb3Pd|*OH2|H2 O1|-0.477|0|1|1|0.130|
random600848|616ab8b996055b12867a2769|Mo48H2Pt16O|mp-1232|Mo3Pt|*OH2|H2 O1|-0.486|1|0|0|0.125|
random1257252|616ab8c096055b12867a27ff|Ti36H2Ir36O|mp-12594|TiIr|*OH2|H2 O1|-0.642|2|1|0|0.083|
random2140637|616ab8c596055b12867a286b|Al32H2Pd64O|mp-2824|AlPd2|*OH2|H2 O1|-1.056|0|2|1|0.225|
random1058747|616ab8d896055b12867a291c|Cr32Si64H2O|mp-8937|CrSi2|*OH2|H2 O1|-0.055|2|2|1|0.063|
random2056425|616ab9d1923005229697e6b2|Al32Ni32H2O|mp-1487|AlNi|*OH2|H2 O1|-0.346|2|1|1|0.125|
random1895649|616ab9d6923005229697e707|Na32H2Pt64O|mp-2271|NaPt2|*OH2|H2 O1|-0.450|1|1|0|0.062|
random1832332|616ab9f7923005229697e817|P60H2Os15O|mp-1103842|P4Os|*OH2|H2 O1|0.827|1|2|-2|0.005|
random1865373|616ab9ff923005229697e8b6|Al24H2Pt72O|mp-188|AlPt3|*OH2|H2 O1|-0.035|1|1|0|0.125|
random1102039|616aba1a923005229697e979|Ta40Al20H2O|mp-639874|Ta2Al|*OH2|H2 O1|-2.056|1|0|1|0.080|
random673009|616aba1e923005229697e9cb|Ge96Mo48H2O|mp-13688|Ge2Mo|*OH2|H2 O1|-2.265|0|2|1|0.045|
random884389|616aba3b923005229697eab1|Hf24H2Pt72O|mp-11456|HfPt3|*OH2|H2 O1|-0.890|2|1|2|0.029|
random2118258|616aba3d923005229697eadb|Tc72H2Os24O|mp-1217407|Tc3Os|*OH2|H2 O1|-1.218|2|2|1|0.031|
random878283|616aba41923005229697eb1b|Mn24V24H2O|mp-316|MnV|*OH2|H2 O1|-2.074|1|1|1|0.083|
random1093517|616aba5a96055b12867a2ed4|Ta32H18O|mp-24082|Ta2H|*OH2|H2 O1|-0.152|1|2|1|0.062|
random1235136|616aba6896055b12867a2ef7|Ti32Cd16H2O|mp-30501|Ti2Cd|*OH2|H2 O1|-0.504|1|1|2|0.089|
random2059596|616aba6f923005229697ecd0|Tc72H2O|mp-113|Tc|*OH2|H2 O1|-1.042|2|1|1|0|
random1245776|616aba6f96055b12867a2f70|Y8Al56Cu40H2O|mp-1216017|YAl7Cu5|*OH2|H2 O1|-0.756|1|2|1|0.171|
random982295|616aba78923005229697ed63|Y18Al18H2O|mp-11229|YAl|*OH2|H2 O1|-0.667|1|0|0|0.250|
random2393042|616aba7896055b12867a2f97|Ta24H2Pd72O|mp-30836|TaPd3|*OH2|H2 O1|-0.717|2|1|1|0.125|
random2170650|616aba9d923005229697eef9|Zn36H2Pt36O|mp-894|ZnPt|*OH2|H2 O1|-0.120|2|0|1|0.125|
random875774|616abaaf96055b12867a31c2|Cr18P36H2O|mp-7291|CrP2|*OH2|H2 O1|-0.889|2|0|1|0.119|
random1908896|616abab2923005229697ef86|Hf36H2Pd18O|mp-11454|Hf2Pd|*OH2|H2 O1|-0.005|0|0|1|0.079|
random2318200|616abab796055b12867a323a|Hf32Al24H2O|mp-1025223|Hf4Al3|*OH2|H2 O1|-2.058|1|0|0|0.417|
random1773646|616abad096055b12867a3357|Zr96H2O|mp-1077723|Zr|*OH2|H2 O1|-0.678|2|0|1|0.043|
random2101707|616abad496055b12867a339f|Ti32Fe32H2O|mp-305|TiFe|*OH2|H2 O1|-0.483|2|1|1|0.125|
random1027807|616abada96055b12867a341c|Al48Tc12H2O|mp-1104047|Al4Tc|*OH2|H2 O1|-0.310|1|1|1|0.190|
random1795198|616abaf796055b12867a35b4|H2Ru72O|mp-8639|Ru|*OH2|H2 O1|-0.213|2|1|0|0.083|
random2091395|616abaf9923005229697f163|Si80H2Rh64O|mp-568792|Si5Rh4|*OH2|H2 O1|0.226|0|2|1|0.203|
random436770|616abafa923005229697f16c|Al12Ni36H2O|mp-672232|AlNi3|*OH2|H2 O1|-0.383|1|1|1|0.125|
random2388589|616abbeb96055b12867a3615|Hf48Zn24H2O|mp-1014231|Hf2Zn|*OH2|H2 O1|-2.677|2|1|1|0.057|
random1350321|616abbec96055b12867a3627|Ti40Re40H2O|mp-2179|TiRe|*OH2|H2 O1|-1.073|2|2|1|0.050|
random99259|616abbec96055b12867a3639|Na48H2Au16O|mp-976765|Na3Au|*OH2|H2 O1|-0.269|1|1|2|0.125|
random477671|616abbee96055b12867a3669|Al96Tc16H2O|mp-16718|Al6Tc|*OH2|H2 O1|-0.170|2|2|1|0.125|
random1561890|616abbf996055b12867a3774|Y32Al16H2O|mp-11230|Y2Al|*OH2|H2 O1|-2.513|0|0|1|0.088|
random1003980|616abbfc923005229697f247|Sc64Sb32H2O|mp-7192|Sc2Sb|*OH2|H2 O1|-0.619|1|1|0|0.125|
random2192244|616abc02923005229697f271|Hf48H2Pd48O|mp-1007692|HfPd|*OH2|H2 O1|-0.222|1|2|2|0|
random1679178|616abc0d923005229697f2e2|Al24H2Os24O|mp-875|AlOs|*OH2|H2 O1|-1.508|1|1|1|0.083|
random995802|616abc16923005229697f348|Al96Mo24H2O|mp-30180|Al4Mo|*OH2|H2 O1|-1.400|1|0|-1|0.221|
random2156496|616abc17923005229697f369|P24H2Rh48O|mp-2732|PRh2|*OH2|H2 O1|-0.021|1|1|0|0.125|
random1096054|616abc1b923005229697f3bb|Ta36H20O|mp-24082|Ta2H|*OH2|H2 O1|-2.004|1|1|1|0.123|
random1274558|616abc1c923005229697f3ca|Zr48Si96H2O|mp-1515|ZrSi2|*OH2|H2 O1|-0.064|2|1|0|0.076|
random2113533|616abc25923005229697f43c|Ta36H2Ru36O|mp-1601|TaRu|*OH2|H2 O1|-1.831|2|1|0|0.083|
random1347745|616abc29923005229697f47a|V48Ga16H2O|mp-1216480|V3Ga|*OH2|H2 O1|-0.097|0|0|1|0.128|
random476109|616abc31923005229697f505|V12Ge24H2O|mp-1084800|VGe2|*OH2|H2 O1|0.047|2|-1|2|0.021|
random921500|616abc4296055b12867a3920|Zr36H2O|mp-131|Zr|*OH2|H2 O1|-0.306|2|0|1|0.750|
random678412|616abc4996055b12867a39cc|Zn24H2Pd48O|mp-1215509|ZnPd2|*OH2|H2 O1|-0.314|2|1|2|0.090|
random1493294|616abc53923005229697f55f|Tc54H2Os18O|mp-1217407|Tc3Os|*OH2|H2 O1|-0.434|2|1|0|0|
random519013|616abc5b96055b12867a3a1d|Al36Cr12H2O|mp-867780|Al3Cr|*OH2|H2 O1|-0.301|1|0|0|0.250|
random536626|616abc5d923005229697f5b3|Al72Co16H2O|mp-16488|Al9Co2|*OH2|H2 O1|-1.187|0|1|1|0.157|
random579430|616abc6496055b12867a3ab9|Ni12Sn24H2Au12O|mp-1206638|NiSn2Au|*OH2|H2 O1|-0.252|2|0|1|0.156|
random1814707|616abc76923005229697f6e5|V60Ge20H2O|mp-1078697|V3Ge|*OH2|H2 O1|-1.573|2|2|1|0.025|
random461792|616abc8496055b12867a3bf5|Y36Al12H2O|mp-30338|Y3Al|*OH2|H2 O1|-0.523|1|1|1|0.167|
random2496729|616abc8796055b12867a3c39|Y16H2Pt8O|mp-1102657|Y2Pt|*OH2|H2 O1|-3.251|0|1|0|0.193|
random2296883|616abc8996055b12867a3c5c|Hf48H2Pt48O|mp-1007691|HfPt|*OH2|H2 O1|-0.798|2|1|0|0.125|
random2199418|616abc92923005229697f7a2|Rb12H2Au28O|mp-31144|Rb3Au7|*OH2|H2 O1|-0.333|1|1|1|0.063|
random2274512|616abcb8923005229697f937|Al144H2Ru24O|mp-16529|Al6Ru|*OH2|H2 O1|-1.717|0|1|2|0.030|
random1014051|616abcb9923005229697f95b|Si32H2Rh64O|mp-20418|SiRh2|*OH2|H2 O1|0.244|2|1|0|0.046|
random2288892|616abcbb96055b12867a3eac|P24H2Os6O|mp-1103842|P4Os|*OH2|H2 O1|-0.410|1|1|-1|0.025|
random2154021|616abcbb96055b12867a3eb1|Ti20Ga30H2O|mp-30673|Ti2Ga3|*OH2|H2 O1|-0.207|2|2|1|0.079|
random954533|616abcbf923005229697f997|Si32H2Ru32O|mp-189|SiRu|*OH2|H2 O1|-0.469|2|1|1|0.157|
random1916116|616abcc4923005229697f9ee|Hf24H2Pd48O|mp-1207004|HfPd2|*OH2|H2 O1|-0.971|2|1|1|0.056|
random2357545|616abcc796055b12867a3f51|Al36H2Os36O|mp-875|AlOs|*OH2|H2 O1|-0.098|2|1|0|0.083|
random1868289|616abcf7923005229697fcbe|Y24In24H2O|mp-1215997|YIn|*OH2|H2 O1|-3.109|2|1|0|0.083|
random1540604|616abd01923005229697fd9b|V48H2Ir16O|mp-2006|V3Ir|*OH2|H2 O1|-0.294|1|0|0|0.125|
random1724281|616abd01923005229697fda7|Ca36H2O|mp-1064227|Ca|*OH2|H2 O1|-2.619|0|2|1|0|
random2136696|616abd0b923005229697fdf3|Ga48H2Ru24O|mp-1072429|Ga2Ru|*OH2|H2 O1|-0.372|1|1|1|0.125|
random1817349|616abd1696055b12867a40c5|Hf32H2Pd96O|mp-11453|HfPd3|*OH2|H2 O1|-0.576|2|0|1|0.147|
random702195|616abd1996055b12867a40fb|Ti48H2N24O|mp-8282|Ti2N|*OH2|H2 O1|-0.743|0|0|1|0.250|
random462573|616abe0196055b12867a4124|Ta24H2Ru24O|mp-1601|TaRu|*OH2|H2 O1|-0.898|1|1|1|0.083|
random1238823|616abe0496055b12867a4161|Ti40Fe40H2O|mp-305|TiFe|*OH2|H2 O1|-0.676|2|2|1|0.050|
random2052409|616abe0796055b12867a4197|Ti24Cr48H2O|mp-1589|TiCr2|*OH2|H2 O1|-1.376|2|1|1|0.051|
